"tabel";"gecheckt";"regel";"sub";"sql";"regel_oud";"sub_oud";"sql_oud";"nieuw";"volgnr";"opmerking";"linkveld";"toegevoegd_20190424";"gewijzigd_20190424";"toegevoegd_20190510";"gewijzigd_20190510"
"G";1;"0941";0;"SELECT [_tbl_HS_Opnamen_Grasland].RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_Molinia_Desch INTO t1
FROM (_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SpeciesNam) Like ""deschampsia flex*"" Or (SPECSYNO.SpeciesNam) Like ""molinia*""))
GROUP BY [_tbl_HS_Opnamen_Grasland].RecordingGivid";;;"SELECT [_tbl_HS_Opnamen_Grasland].RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_Molinia_Desch INTO t1
FROM (_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SpeciesNam) Like ""deschampsia flex*"" Or (SPECSYNO.SpeciesNam) Like ""molinia*""))
GROUP BY [_tbl_HS_Opnamen_Grasland].RecordingGivid";1;378;;64;0;0;0;0
"G";1;"0941";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Bedekking_Molinia_Desch]/[KruidlaagBedekkingSom_Vast])>=0.5)) OR ((([Bedekking_Molinia_Desch]/[KruidlaagBedekkingSom_Vast])>=50))";"0742";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Bedekking_Molinia_Desch]/[KruidlaagBedekkingSom_Vast])>=0.5)) OR ((([Bedekking_Molinia_Desch]/[KruidlaagBedekkingSom_Vast])>=50))";1;379;;64;0;0;0;0
"G";1;"0942";0;"SELECT [_tbl_HS_Opnamen_Grasland].RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_CarDist_Desch INTO t1
FROM (_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SpeciesNam) Like ""deschampsia cesp*"" Or (SPECSYNO.SpeciesNam) Like ""carex disticha*""))
GROUP BY [_tbl_HS_Opnamen_Grasland].RecordingGivid";;;"SELECT [_tbl_HS_Opnamen_Grasland].RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_CarDist_Desch INTO t1
FROM (_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SpeciesNam) Like ""deschampsia cesp*"" Or (SPECSYNO.SpeciesNam) Like ""carex disticha*""))
GROUP BY [_tbl_HS_Opnamen_Grasland].RecordingGivid";1;570;;65;0;0;0;0
"G";1;"0942";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.Bedekking_CarDist_Desch)>=50)) OR ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Bedekking_CarDist_Desch]/[KruidlaagBedekkingSom_Vast])>=0.5))";"0743";;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.Bedekking_CarDist_Desch)>=50)) OR ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Bedekking_CarDist_Desch]/[KruidlaagBedekkingSom_Vast])>=0.5))";1;571;;65;0;0;0;0
"G";1;"0943";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""phalaris aru*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""phalaris aru*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";"0745";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""phalaris aru*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""phalaris aru*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";0;225;;66;0;0;0;0
"G";1;"0944";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""glyceria max*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""glyceria max*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";"0746";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""glyceria max*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""glyceria max*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";0;226;;67;0;0;0;0
"G";1;"0945";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS SomVanPercentage INTO t1
FROM tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SPECIESNAM) Like ""dactylis*"" Or (SPECSYNO.SPECIESNAM) Like ""elymus rep*""))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid
HAVING (((Sum(tbl_BasisDataset_RBB.Percentage))>=50))";"0748";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS SomVanPercentage INTO t1
FROM tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA
WHERE (((SPECSYNO.SPECIESNAM) Like ""dactylis*"" Or (SPECSYNO.SPECIESNAM) Like ""elymus rep*""))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid
HAVING (((Sum(tbl_BasisDataset_RBB.Percentage))>=50))";0;228;;68;0;0;0;0
"G";1;"0945";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True ";"0748";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True ";0;227;;68;0;0;0;0
"G";1;"0946";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""lolium mul*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""lolium mul*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5));";"0749";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""lolium mul*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""lolium mul*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5));";0;229;;69;0;0;0;0
"G";1;"0947";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""calamagrostis epi*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""calamagrostis epi*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5));";"0749";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""calamagrostis epi*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""calamagrostis epi*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5));";0;230;;70;0;0;0;0
"G";0;"0948";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""carex disticha*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""carex disticha*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";"0749";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN tbl_BasisDataset_RBB ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = tbl_BasisDataset_RBB.RecordingGivid) INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((SPECSYNO.SpeciesNam) Like ""carex disticha*"") AND ((tbl_BasisDataset_RBB.Percentage)>=50)) OR (((SPECSYNO.SpeciesNam) Like ""carex disticha*"") AND (([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND (([Percentage]/[KruidlaagBedekkingSom_Vast])>0.5))";0;459;;181;0;0;0;0
"G";1;"095";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS ruderaal_ruim_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid, tbl_LSVI3_soorten.SoortenlijstNr
HAVING (((tbl_LSVI3_soorten.SoortenlijstNr)=587))";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS ruderaal_ruim_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid, tbl_LSVI3_soorten.SoortenlijstNr
HAVING (((tbl_LSVI3_soorten.SoortenlijstNr)=587))";1;509;;193;0;0;0;0
"G";1;"095";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.ruderaal_ruim_bedekking)>=30) AND (([_tbl_HS_Opnamen_Grasland].ruderaalgroep_bedekking)>=5))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.ruderaal_ruim_bedekking)>=30) AND (([_tbl_HS_Opnamen_Grasland].ruderaalgroep_bedekking)>=5))";1;510;;193;0;0;0;0
"G";1;"096";0;"SELECT SPECSYNO.SPECIESNAM INTO t1
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=581 Or (tbl_LSVI3_soorten.SoortenlijstNr)=466))
GROUP BY SPECSYNO.SPECIESNAM";;;"SELECT SPECSYNO.SPECIESNAM INTO t1
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=581 Or (tbl_LSVI3_soorten.SoortenlijstNr)=466))
GROUP BY SPECSYNO.SPECIESNAM";1;511;;194;0;0;0;0
"G";1;"096";1;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS zil_ruim_bedekking, Count(tbl_BasisDataset_RBB.SPECIESNAM) AS zil_ruim_aantal INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.SPECIESNAM
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS zil_ruim_bedekking, Count(tbl_BasisDataset_RBB.SPECIESNAM) AS zil_ruim_aantal INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.SPECIESNAM
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;512;;194;0;0;0;0
"G";1;"096";2;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t2.zil_ruim_bedekking)>=30) AND ((t2.zil_ruim_aantal)>=4))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN t2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t2.zil_ruim_bedekking)>=30) AND ((t2.zil_ruim_aantal)>=4))";1;513;;194;0;0;0;0
"G";1;"097";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_BasisDataset_RBB.CoverageCode) Is Null) AND ((tbl_BasisDataset_RBB.Percentage)>1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464)) OR (((tbl_BasisDataset_RBB.CoverageCode) Not Like ""+"" And (tbl_BasisDataset_RBB.CoverageCode) Not Like ""r*"") AND ((tbl_BasisDataset_RBB.Percentage)>1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464)) OR (((tbl_BasisDataset_RBB.CoverageCode) Like ""a*"" Or (tbl_BasisDataset_RBB.CoverageCode) Like ""m*"") AND ((tbl_BasisDataset_RBB.Percentage)=1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_BasisDataset_RBB.CoverageCode) Is Null) AND ((tbl_BasisDataset_RBB.Percentage)>1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464)) OR (((tbl_BasisDataset_RBB.CoverageCode) Not Like ""+"" And (tbl_BasisDataset_RBB.CoverageCode) Not Like ""r*"") AND ((tbl_BasisDataset_RBB.Percentage)>1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464)) OR (((tbl_BasisDataset_RBB.CoverageCode) Like ""a*"" Or (tbl_BasisDataset_RBB.CoverageCode) Like ""m*"") AND ((tbl_BasisDataset_RBB.Percentage)=1) AND ((tbl_LSVI3_soorten.SoortenlijstNr)=464))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;505;;195;0;0;0;0
"G";1;"097";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland LEFT JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([t1].[AantalVanSPECIESNAM])>=3)) OR ((([_tbl_HS_Opnamen_Grasland].rbbZilAantal)>=5));";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland LEFT JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([t1].[AantalVanSPECIESNAM])>=3)) OR ((([_tbl_HS_Opnamen_Grasland].rbbZilAantal)>=5));";1;506;;195;0;0;0;0
"G";1;"098";0;"SELECT SPECSYNO.SPECIESNAM INTO t1
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=559 Or (tbl_LSVI3_soorten.SoortenlijstNr)=466)) OR (((tbl_LSVI3_soorten.WetNaam) Like ""phalaris*""))
GROUP BY SPECSYNO.SPECIESNAM";;;"SELECT SPECSYNO.SPECIESNAM INTO t1
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=559 Or (tbl_LSVI3_soorten.SoortenlijstNr)=466)) OR (((tbl_LSVI3_soorten.WetNaam) Like ""phalaris*""))
GROUP BY SPECSYNO.SPECIESNAM";1;514;;196;0;0;0;0
"G";1;"098";1;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS ruigte_moeras_bedekking INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.SPECIESNAM
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS ruigte_moeras_bedekking INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.SPECIESNAM
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;515;;196;0;0;0;0
